#n_epochs: 5

train batch size: 64

test batch size: 1000

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Conv2d-1           [-1, 10, 24, 24]             260
            Conv2d-2             [-1, 20, 8, 8]           5,020
         Dropout2d-3             [-1, 20, 8, 8]               0
            Linear-4                   [-1, 50]          16,050
            Linear-5                   [-1, 10]             510
================================================================
Total params: 21,840
Trainable params: 21,840
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.06
Params size (MB): 0.08
Estimated Total Size (MB): 0.15
----------------------------------------------------------------
SGD (
Parameter Group 0
    dampening: 0
    lr: 0.01
    momentum: 0.0
    nesterov: False
    weight_decay: 0
)

Test set: Avg. loss: 0.00233164, Accuracy: 1137/10000 (11.4%)

Train epoch: 1 [0/60000 (0.00%)]	Loss: 2.38 
Train epoch: 1 [640/60000 (1.07%)]	Loss: 2.28 
Train epoch: 1 [1280/60000 (2.13%)]	Loss: 2.32 
Train epoch: 1 [1920/60000 (3.20%)]	Loss: 2.31 
Train epoch: 1 [2560/60000 (4.27%)]	Loss: 2.32 
Train epoch: 1 [3200/60000 (5.33%)]	Loss: 2.28 
Train epoch: 1 [3840/60000 (6.40%)]	Loss: 2.29 
Train epoch: 1 [4480/60000 (7.47%)]	Loss: 2.29 
Train epoch: 1 [5120/60000 (8.53%)]	Loss: 2.24 
Train epoch: 1 [5760/60000 (9.60%)]	Loss: 2.30 
Train epoch: 1 [6400/60000 (10.67%)]	Loss: 2.22 
Train epoch: 1 [7040/60000 (11.73%)]	Loss: 2.17 
Train epoch: 1 [7680/60000 (12.80%)]	Loss: 2.14 
Train epoch: 1 [8320/60000 (13.87%)]	Loss: 2.18 
Train epoch: 1 [8960/60000 (14.93%)]	Loss: 2.17 
Train epoch: 1 [9600/60000 (16.00%)]	Loss: 2.15 
Train epoch: 1 [10240/60000 (17.07%)]	Loss: 2.01 
Train epoch: 1 [10880/60000 (18.13%)]	Loss: 2.05 
Train epoch: 1 [11520/60000 (19.20%)]	Loss: 2.03 
Train epoch: 1 [12160/60000 (20.27%)]	Loss: 1.96 
Train epoch: 1 [12800/60000 (21.33%)]	Loss: 2.05 
Train epoch: 1 [13440/60000 (22.40%)]	Loss: 1.99 
Train epoch: 1 [14080/60000 (23.47%)]	Loss: 1.79 
Train epoch: 1 [14720/60000 (24.53%)]	Loss: 1.77 
Train epoch: 1 [15360/60000 (25.60%)]	Loss: 1.66 
Train epoch: 1 [16000/60000 (26.67%)]	Loss: 1.72 
Train epoch: 1 [16640/60000 (27.73%)]	Loss: 1.74 
